review,rating,sentiment
"I was not a fan of The Neighborhood Diner and can count on one hand the times I dined there in the 11 summers that I have spent in the area.They had been there for 18.But I am a huge fan of the new GB eats. While my son loved his Banh mi , I adored the ample roasted vegetable salad showcasing roasted butternut squash, Brussel sprouts, feta and roasted pepitas on a bed of probably the freshest, most flavor able mixed greens that I have ever had. Their burgers and sandwiches are modern and use local provisions such as sourdough from Berkshire Mountain bakery. Breakfast is served until 3 and they seem to have quite a selection of house made desserts and ice cream from The Scoop in Lenox. Interesting is the North African dish called Shakshuka, an iron skillet with 3 eggs poached in stewed tomatoes, potatoes, feta and peppers. Israelis love this dish and you will too !!This is an upscale bistro type of menu in a casual cafe setting and is a welcomed addition to a town that has recently been depleted of its many dining options. Prices are very fair with the above mentioned sandwiches and salads being in the 10-12 dollar range.There is something for everyone at GB Eats and I hope that they have a successful first year.",5.0,1
Love this place. My go to is Steak and eggs and am always pleased with the quality of the food and it's preparation. Never overdone. The waitstaff is always attentive and super nice even at their busiest. Working in the service industry myself I know it's not always easy. Thanks Ladies you always make my day.,5.0,1
"Breakfast, as the saying goes, is the most important meal of the day. Today, I had an important and delicious breakfast at GB eats (formerly The Neighborhood Diner.) While the shell of the space is the same, the menu and quality are big step up and the decor is clean and simple. Let's start with the coffee...dark and hot just the way I like it. They also have coffee drinks, but I prefer it black no sugar...just like my soul, and this was soulful coffee.Next, I had the corned beef hash with poached eggs and whole wheat toast. While typically corned beef hash is canned or even dog food-like, this was the R.E.A.L. D.E.A.L. The eggs with deep orange yoke, came perfectly and gently poached. The toast...Berkshire Mountain Bakery bread simply prepared and lightly buttered. My dining companion had the Huevos Rancheros which he said were better than others he has had locally. I got just a taste, and the chili was rich and meaty.GB eats is just what one would want in The Berkshires for a diner breakfast. I used to like The Neighborhood Diner as a 'guilty pleasure', and would leave feeling a bit greasy. I left this morning from GB eats ready to take on the day.",5.0,1
Amazing service and food! My mimosa was great will defiantly be back when in town again!,5.0,1
Great food. Fried chix sandwich is tasty so are there salads. Don't want to eat grab a hot cup of coffee. Very friendly service. Highly recommend,5.0,1
Great coffee. Very inviting. Great food with a wide menu options. A must stop during your daily outing,5.0,1
"Great place to bring the family for breakfast or after a morning of skiing. Friendly staff, large menu and lots of space. A GB staple.",5.0,1
"We try, especially these days, to support our local restaurants at least once a week and GB Eats is in solid rotation. For a family of various likes and dislikes, GB Eats offers something for everyone. They are very quick to have your order ready for pickup. Fried Chicken Sandwich & Parm Truffle Fries is a personal favorite.",4.0,1
Bloody Mary specials!   Perfectly prepared omelette & excellent service at this charming spot.,4.0,1
"I grew up in Barrington. We would always head to martin's for breakfast before shredding gnar at butternut, but this place!! This place is great! The corned beef hash is amazing, the eggs were perfect, the London fog is killer! And under $30 for two to have a fantastic breakfast?! Done and done! I will add GB Eats to my short list of ""must do"" spots when I visit again!",5.0,1
"Great spot for breakfast, lunch, or dinner. Good prices compared to other spot in Great Barrington, but equally delicious! Amazing lattes, boozy milkshakes, mimosas, and best Bloody Mary's in town. Fun & Friendly staff!",5.0,1
"Surprisingly, we haven't had much luck with food in this town, but this place is great! Amazing selection of food and everything was made perfectly. Great sandwiches, fries, fried chicken and waffles. Good amount of seatings indoor without feeling crowded. Good service and quick. Would definitely be coming back here. This is a building issue otherwise would be 4 stars, but bathrooms could be nicer and should be accessible without using an actual key attached to a batter beater. Cute, but really not sanitary, especially these days.",5.0,1
